/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_outputs/job_4_neurons_1_layers_4001_epochs_StandaradScaler_161251
-1.731133 11.453615
Epoch 0, Train Loss: 2.895137310028076, Validation Loss: 2.9045231342315674
Epoch 129, Train Loss: 2.7893691062927246, Validation Loss: 2.800600290298462
Epoch 130, Train Loss: 2.7887909412384033, Validation Loss: 2.800027847290039
Epoch 131, Train Loss: 2.788214921951294, Validation Loss: 2.799459457397461
Epoch 132, Train Loss: 2.7876410484313965, Validation Loss: 2.7988929748535156
Epoch 133, Train Loss: 2.7870707511901855, Validation Loss: 2.798330545425415
Epoch 134, Train Loss: 2.786503553390503, Validation Loss: 2.797772169113159
Epoch 135, Train Loss: 2.785938262939453, Validation Loss: 2.7972137928009033
Epoch 136, Train Loss: 2.7853751182556152, Validation Loss: 2.7966561317443848
Epoch 137, Train Loss: 2.7848129272460938, Validation Loss: 2.7960996627807617
Epoch 138, Train Loss: 2.784254550933838, Validation Loss: 2.7955448627471924
Epoch 139, Train Loss: 2.783698558807373, Validation Loss: 2.794994831085205
Epoch 140, Train Loss: 2.783146381378174, Validation Loss: 2.794442653656006
Epoch 141, Train Loss: 2.782597780227661, Validation Loss: 2.7938919067382812
Epoch 142, Train Loss: 2.782052755355835, Validation Loss: 2.7933430671691895
Epoch 143, Train Loss: 2.7815096378326416, Validation Loss: 2.7927958965301514
Epoch 144, Train Loss: 2.78096866607666, Validation Loss: 2.7922539710998535
Epoch 145, Train Loss: 2.780430555343628, Validation Loss: 2.7917137145996094
Epoch 146, Train Loss: 2.7798948287963867, Validation Loss: 2.7911746501922607
Epoch 147, Train Loss: 2.7793619632720947, Validation Loss: 2.7906391620635986
Epoch 148, Train Loss: 2.7788286209106445, Validation Loss: 2.790105104446411
Epoch 149, Train Loss: 2.77829647064209, Validation Loss: 2.78957462310791
Epoch 150, Train Loss: 2.777766704559326, Validation Loss: 2.7890467643737793
Epoch 151, Train Loss: 2.7772395610809326, Validation Loss: 2.7885215282440186
Epoch 152, Train Loss: 2.7767136096954346, Validation Loss: 2.7879960536956787
Epoch 153, Train Loss: 2.7761893272399902, Validation Loss: 2.7874691486358643
Epoch 154, Train Loss: 2.775667667388916, Validation Loss: 2.7869434356689453
Epoch 155, Train Loss: 2.7751476764678955, Validation Loss: 2.7864208221435547
Epoch 156, Train Loss: 2.7746288776397705, Validation Loss: 2.785898208618164
Epoch 157, Train Loss: 2.774111747741699, Validation Loss: 2.7853782176971436
Epoch 158, Train Loss: 2.773599147796631, Validation Loss: 2.784860849380493
Epoch 159, Train Loss: 2.7730908393859863, Validation Loss: 2.784346342086792
Epoch 160, Train Loss: 2.7725846767425537, Validation Loss: 2.783837080001831
Epoch 161, Train Loss: 2.7720816135406494, Validation Loss: 2.783332109451294
Epoch 162, Train Loss: 2.771580696105957, Validation Loss: 2.782829761505127
Epoch 163, Train Loss: 2.7710819244384766, Validation Loss: 2.7823288440704346
Epoch 164, Train Loss: 2.770587205886841, Validation Loss: 2.781827688217163
Epoch 165, Train Loss: 2.7700934410095215, Validation Loss: 2.7813284397125244
Epoch 166, Train Loss: 2.7696022987365723, Validation Loss: 2.7808339595794678
Epoch 167, Train Loss: 2.7691128253936768, Validation Loss: 2.7803401947021484
Epoch 168, Train Loss: 2.768625020980835, Validation Loss: 2.77984619140625
Epoch 169, Train Loss: 2.7681403160095215, Validation Loss: 2.779351234436035
Epoch 170, Train Loss: 2.767657518386841, Validation Loss: 2.7788591384887695
Epoch 171, Train Loss: 2.767176866531372, Validation Loss: 2.7783713340759277
Epoch 172, Train Loss: 2.766695261001587, Validation Loss: 2.7778868675231934
Epoch 173, Train Loss: 2.7662153244018555, Validation Loss: 2.777404308319092
Epoch 174, Train Loss: 2.765734910964966, Validation Loss: 2.7769219875335693
Epoch 175, Train Loss: 2.76525616645813, Validation Loss: 2.776439666748047
Epoch 176, Train Loss: 2.7647805213928223, Validation Loss: 2.7759575843811035
Epoch 177, Train Loss: 2.7643051147460938, Validation Loss: 2.775477409362793
Epoch 178, Train Loss: 2.7638309001922607, Validation Loss: 2.774995803833008
Epoch 179, Train Loss: 2.7633590698242188, Validation Loss: 2.7745120525360107
Epoch 180, Train Loss: 2.7628886699676514, Validation Loss: 2.774031162261963
Epoch 181, Train Loss: 2.762420654296875, Validation Loss: 2.773552656173706
Epoch 182, Train Loss: 2.7619528770446777, Validation Loss: 2.773078203201294
Epoch 183, Train Loss: 2.761486768722534, Validation Loss: 2.772606134414673
Epoch 184, Train Loss: 2.7610223293304443, Validation Loss: 2.7721354961395264
Epoch 185, Train Loss: 2.7605602741241455, Validation Loss: 2.7716662883758545
Epoch 186, Train Loss: 2.7601003646850586, Validation Loss: 2.77119779586792
Epoch 187, Train Loss: 2.7596421241760254, Validation Loss: 2.770730495452881
Epoch 188, Train Loss: 2.7591850757598877, Validation Loss: 2.7702643871307373
Epoch 189, Train Loss: 2.7587268352508545, Validation Loss: 2.769801139831543
Epoch 190, Train Loss: 2.758267879486084, Validation Loss: 2.769338607788086
Epoch 191, Train Loss: 2.7578086853027344, Validation Loss: 2.7688798904418945
Epoch 192, Train Loss: 2.75734806060791, Validation Loss: 2.768418788909912
Epoch 193, Train Loss: 2.7568883895874023, Validation Loss: 2.767958879470825
Epoch 194, Train Loss: 2.756429672241211, Validation Loss: 2.7674994468688965
Epoch 195, Train Loss: 2.755972385406494, Validation Loss: 2.767042875289917
Epoch 196, Train Loss: 2.755516290664673, Validation Loss: 2.766589641571045
Epoch 197, Train Loss: 2.7550621032714844, Validation Loss: 2.7661402225494385
Epoch 198, Train Loss: 2.754610538482666, Validation Loss: 2.7656946182250977
Epoch 199, Train Loss: 2.7541606426239014, Validation Loss: 2.765246629714966
Epoch 200, Train Loss: 2.7537128925323486, Validation Loss: 2.7647972106933594
Epoch 201, Train Loss: 2.7532660961151123, Validation Loss: 2.7643494606018066
Epoch 202, Train Loss: 2.7528188228607178, Validation Loss: 2.763902187347412
Epoch 203, Train Loss: 2.7523722648620605, Validation Loss: 2.7634596824645996
Epoch 204, Train Loss: 2.751929759979248, Validation Loss: 2.7630155086517334
Epoch 205, Train Loss: 2.751485586166382, Validation Loss: 2.7625718116760254
Epoch 206, Train Loss: 2.751042604446411, Validation Loss: 2.762129306793213
Epoch 207, Train Loss: 2.7506000995635986, Validation Loss: 2.7616777420043945
Epoch 208, Train Loss: 2.7501590251922607, Validation Loss: 2.761223554611206
Epoch 209, Train Loss: 2.749720573425293, Validation Loss: 2.760772943496704
Epoch 210, Train Loss: 2.7492804527282715, Validation Loss: 2.7603254318237305
Epoch 211, Train Loss: 2.748842477798462, Validation Loss: 2.7598814964294434
Epoch 212, Train Loss: 2.7484090328216553, Validation Loss: 2.7594401836395264
Epoch 213, Train Loss: 2.747978448867798, Validation Loss: 2.7589988708496094
Epoch 214, Train Loss: 2.7475526332855225, Validation Loss: 2.7585599422454834
Epoch 215, Train Loss: 2.747128963470459, Validation Loss: 2.7581188678741455
Epoch 216, Train Loss: 2.746706247329712, Validation Loss: 2.7576801776885986
Epoch 217, Train Loss: 2.7462852001190186, Validation Loss: 2.7572426795959473
Epoch 218, Train Loss: 2.745866060256958, Validation Loss: 2.7568116188049316
Epoch 219, Train Loss: 2.7454488277435303, Validation Loss: 2.7563815116882324
Epoch 220, Train Loss: 2.7450344562530518, Validation Loss: 2.7559547424316406
Epoch 221, Train Loss: 2.7446227073669434, Validation Loss: 2.7555315494537354
Epoch 222, Train Loss: 2.744213342666626, Validation Loss: 2.7551064491271973
Epoch 223, Train Loss: 2.743804931640625, Validation Loss: 2.7546792030334473
Epoch 224, Train Loss: 2.743401288986206, Validation Loss: 2.7542545795440674
Epoch 225, Train Loss: 2.7430014610290527, Validation Loss: 2.7538323402404785
Epoch 226, Train Loss: 2.7426040172576904, Validation Loss: 2.7534093856811523
Epoch 227, Train Loss: 2.742208957672119, Validation Loss: 2.7529842853546143
Epoch 228, Train Loss: 2.7418174743652344, Validation Loss: 2.752556562423706
Epoch 229, Train Loss: 2.7414276599884033, Validation Loss: 2.752126932144165
Epoch 230, Train Loss: 2.741042375564575, Validation Loss: 2.751701593399048
Epoch 231, Train Loss: 2.74066162109375, Validation Loss: 2.751279354095459
Epoch 232, Train Loss: 2.7402844429016113, Validation Loss: 2.7508583068847656
Epoch 233, Train Loss: 2.7399065494537354, Validation Loss: 2.7504398822784424
Epoch 234, Train Loss: 2.739530324935913, Validation Loss: 2.7500247955322266
Epoch 235, Train Loss: 2.739154815673828, Validation Loss: 2.7496144771575928
Epoch 236, Train Loss: 2.7387819290161133, Validation Loss: 2.7492096424102783
Epoch 237, Train Loss: 2.7384135723114014, Validation Loss: 2.7488090991973877
Epoch 238, Train Loss: 2.738049268722534, Validation Loss: 2.7484114170074463
Epoch 239, Train Loss: 2.737687587738037, Validation Loss: 2.7480180263519287
Epoch 240, Train Loss: 2.7373273372650146, Validation Loss: 2.747629165649414
Epoch 241, Train Loss: 2.736968755722046, Validation Loss: 2.7472450733184814
Epoch 242, Train Loss: 2.7366106510162354, Validation Loss: 2.7468621730804443
Epoch 243, Train Loss: 2.736255168914795, Validation Loss: 2.7464778423309326
Epoch 244, Train Loss: 2.735900402069092, Validation Loss: 2.746096611022949
Epoch 245, Train Loss: 2.7355480194091797, Validation Loss: 2.745720148086548
Epoch 246, Train Loss: 2.735196352005005, Validation Loss: 2.7453458309173584
Epoch 247, Train Loss: 2.7348458766937256, Validation Loss: 2.7449755668640137
Epoch 248, Train Loss: 2.7344961166381836, Validation Loss: 2.7446093559265137
Epoch 249, Train Loss: 2.7341487407684326, Validation Loss: 2.7442429065704346
Epoch 250, Train Loss: 2.7338032722473145, Validation Loss: 2.7438766956329346
Epoch 251, Train Loss: 2.733459949493408, Validation Loss: 2.743511915206909
Epoch 252, Train Loss: 2.7331180572509766, Validation Loss: 2.743149518966675
Epoch 253, Train Loss: 2.7327768802642822, Validation Loss: 2.742788553237915
Epoch 254, Train Loss: 2.7324376106262207, Validation Loss: 2.742429494857788
Epoch 255, Train Loss: 2.73210072517395, Validation Loss: 2.7420716285705566
Epoch 256, Train Loss: 2.7317652702331543, Validation Loss: 2.7417163848876953
Epoch 257, Train Loss: 2.731431722640991, Validation Loss: 2.741364002227783
Epoch 258, Train Loss: 2.7311012744903564, Validation Loss: 2.741014242172241
Epoch 259, Train Loss: 2.730771780014038, Validation Loss: 2.7406671047210693
Epoch 260, Train Loss: 2.7304444313049316, Validation Loss: 2.7403199672698975
Epoch 261, Train Loss: 2.730118751525879, Validation Loss: 2.7399744987487793
Epoch 262, Train Loss: 2.7297937870025635, Validation Loss: 2.7396316528320312
Epoch 263, Train Loss: 2.7294704914093018, Validation Loss: 2.739290714263916
Epoch 264, Train Loss: 2.7291481494903564, Validation Loss: 2.73895001411438
Epoch 265, Train Loss: 2.728827714920044, Validation Loss: 2.7386093139648438
Epoch 266, Train Loss: 2.728508710861206, Validation Loss: 2.7382700443267822
Epoch 267, Train Loss: 2.7281908988952637, Validation Loss: 2.7379331588745117
Epoch 268, Train Loss: 2.727874994277954, Validation Loss: 2.737597942352295
Epoch 269, Train Loss: 2.727560043334961, Validation Loss: 2.7372653484344482
Epoch 270, Train Loss: 2.7272467613220215, Validation Loss: 2.7369351387023926
Epoch 271, Train Loss: 2.7269346714019775, Validation Loss: 2.7366080284118652
Epoch 272, Train Loss: 2.7266225814819336, Validation Loss: 2.7362821102142334
Epoch 273, Train Loss: 2.7263121604919434, Validation Loss: 2.7359585762023926
Epoch 274, Train Loss: 2.7260024547576904, Validation Loss: 2.735635757446289
Epoch 275, Train Loss: 2.725693702697754, Validation Loss: 2.735314130783081
Epoch 276, Train Loss: 2.7253870964050293, Validation Loss: 2.7349941730499268
Epoch 277, Train Loss: 2.7250828742980957, Validation Loss: 2.7346761226654053
Epoch 278, Train Loss: 2.7247812747955322, Validation Loss: 2.7343597412109375
Epoch 279, Train Loss: 2.7244808673858643, Validation Loss: 2.7340450286865234
Epoch 280, Train Loss: 2.724182605743408, Validation Loss: 2.733731269836426
Epoch 281, Train Loss: 2.723886489868164, Validation Loss: 2.7334203720092773
Epoch 282, Train Loss: 2.723592519760132, Validation Loss: 2.7331128120422363
Epoch 283, Train Loss: 2.7233006954193115, Validation Loss: 2.7328081130981445
Epoch 284, Train Loss: 2.7230117321014404, Validation Loss: 2.73250412940979
Epoch 285, Train Loss: 2.722724676132202, Validation Loss: 2.7322030067443848
Epoch 286, Train Loss: 2.7224390506744385, Validation Loss: 2.731905937194824
Epoch 287, Train Loss: 2.7221555709838867, Validation Loss: 2.731612205505371
Epoch 288, Train Loss: 2.721874952316284, Validation Loss: 2.7313215732574463
Epoch 289, Train Loss: 2.7215964794158936, Validation Loss: 2.7310333251953125
Epoch 290, Train Loss: 2.7213199138641357, Validation Loss: 2.730747699737549
Epoch 291, Train Loss: 2.721045732498169, Validation Loss: 2.7304651737213135
Epoch 292, Train Loss: 2.720773458480835, Validation Loss: 2.73018479347229
Epoch 293, Train Loss: 2.720503807067871, Validation Loss: 2.7299063205718994
Epoch 294, Train Loss: 2.720235586166382, Validation Loss: 2.7296297550201416
Epoch 295, Train Loss: 2.719970226287842, Validation Loss: 2.729356527328491
Epoch 296, Train Loss: 2.7197065353393555, Validation Loss: 2.7290854454040527
Epoch 297, Train Loss: 2.7194440364837646, Validation Loss: 2.7288172245025635
Epoch 298, Train Loss: 2.7191836833953857, Validation Loss: 2.7285523414611816
Epoch 299, Train Loss: 2.7189254760742188, Validation Loss: 2.728290557861328
Epoch 300, Train Loss: 2.718667984008789, Validation Loss: 2.7280311584472656
Epoch 301, Train Loss: 2.718412160873413, Validation Loss: 2.7277750968933105
Epoch 302, Train Loss: 2.71815824508667, Validation Loss: 2.727520704269409
Epoch 303, Train Loss: 2.7179062366485596, Validation Loss: 2.7272677421569824
Epoch 304, Train Loss: 2.717656135559082, Validation Loss: 2.727017402648926
Epoch 305, Train Loss: 2.7174081802368164, Validation Loss: 2.726768970489502
Epoch 306, Train Loss: 2.7171616554260254, Validation Loss: 2.7265233993530273
Epoch 307, Train Loss: 2.716916561126709, Validation Loss: 2.7262797355651855
Epoch 308, Train Loss: 2.7166740894317627, Validation Loss: 2.7260379791259766
Epoch 309, Train Loss: 2.7164340019226074, Validation Loss: 2.7257964611053467
Epoch 310, Train Loss: 2.7161967754364014, Validation Loss: 2.7255566120147705
Epoch 311, Train Loss: 2.715961217880249, Validation Loss: 2.7253174781799316
Epoch 312, Train Loss: 2.715728998184204, Validation Loss: 2.72507905960083
Epoch 313, Train Loss: 2.715498447418213, Validation Loss: 2.724841833114624
Epoch 314, Train Loss: 2.7152702808380127, Validation Loss: 2.724606990814209
Epoch 315, Train Loss: 2.7150449752807617, Validation Loss: 2.724372625350952
Epoch 316, Train Loss: 2.7148215770721436, Validation Loss: 2.7241408824920654
Epoch 317, Train Loss: 2.7146008014678955, Validation Loss: 2.723910093307495
Epoch 318, Train Loss: 2.7143824100494385, Validation Loss: 2.723682165145874
Epoch 319, Train Loss: 2.7141664028167725, Validation Loss: 2.7234575748443604
Epoch 320, Train Loss: 2.7139523029327393, Validation Loss: 2.7232346534729004
Epoch 321, Train Loss: 2.7137413024902344, Validation Loss: 2.723012924194336
Epoch 322, Train Loss: 2.713531732559204, Validation Loss: 2.7227938175201416
Epoch 323, Train Loss: 2.713325023651123, Validation Loss: 2.722576856613159
Epoch 324, Train Loss: 2.7131195068359375, Validation Loss: 2.722360849380493
Epoch 325, Train Loss: 2.712916135787964, Validation Loss: 2.7221453189849854
Epoch 326, Train Loss: 2.7127156257629395, Validation Loss: 2.721931219100952
Epoch 327, Train Loss: 2.7125167846679688, Validation Loss: 2.7217185497283936
Epoch 328, Train Loss: 2.712320327758789, Validation Loss: 2.7215077877044678
Epoch 329, Train Loss: 2.7121269702911377, Validation Loss: 2.721299648284912
Epoch 330, Train Loss: 2.711934804916382, Validation Loss: 2.7210962772369385
Epoch 331, Train Loss: 2.7117435932159424, Validation Loss: 2.7208974361419678
Epoch 332, Train Loss: 2.7115535736083984, Validation Loss: 2.7207016944885254
Epoch 333, Train Loss: 2.71136474609375, Validation Loss: 2.720507860183716
Epoch 334, Train Loss: 2.711176872253418, Validation Loss: 2.7203147411346436
Epoch 335, Train Loss: 2.710991621017456, Validation Loss: 2.7201240062713623
Epoch 336, Train Loss: 2.7108070850372314, Validation Loss: 2.7199363708496094
Epoch 337, Train Loss: 2.7106242179870605, Validation Loss: 2.7197506427764893
Epoch 338, Train Loss: 2.7104432582855225, Validation Loss: 2.7195663452148438
Epoch 339, Train Loss: 2.710263967514038, Validation Loss: 2.71938419342041
Epoch 340, Train Loss: 2.71008563041687, Validation Loss: 2.7192025184631348
Epoch 341, Train Loss: 2.7099082469940186, Validation Loss: 2.719022750854492
Epoch 342, Train Loss: 2.709730863571167, Validation Loss: 2.7188446521759033
Epoch 343, Train Loss: 2.709555149078369, Validation Loss: 2.71866774559021
Epoch 344, Train Loss: 2.7093796730041504, Validation Loss: 2.718491792678833
Epoch 345, Train Loss: 2.7092058658599854, Validation Loss: 2.7183163166046143
Epoch 346, Train Loss: 2.7090325355529785, Validation Loss: 2.7181429862976074
Epoch 347, Train Loss: 2.7088613510131836, Validation Loss: 2.717968702316284
Epoch 348, Train Loss: 2.7086901664733887, Validation Loss: 2.717794418334961
Epoch 349, Train Loss: 2.7085204124450684, Validation Loss: 2.7176218032836914
Epoch 350, Train Loss: 2.708352565765381, Validation Loss: 2.7174489498138428
